"CONTROL_NUMBER","DONATED","DONATION_AMT","DONOR_AGE","URBANICITY","DONOR_GENDER","HOME_OWNER","INCOME_LEVEL","SES","MEDIAN_HOME_VALUE","MEDIAN_HOUSEHOLD_INCOME","DONATION_RESPONSE","MONTHS_SINCE_LAST_GIFT","EMAILS_12","LIFETIME_GIFT_COUNT","LIFETIME_EMAILS","LIFETIME_GIFT_AMOUNT","LIFETIME_MAX_GIFT_AMT","LIFETIME_MIN_GIFT_AMT","LIFETIME_AVG_GIFT_AMT"
157198,FALSE,NA,NA,"C","M","U",NA,"23",869000,276000,0,15,18,13,29,15100,2000,1000,1162
157204,TRUE,2000,55,"U","F","H",6,"2",2400000,451000,10,18,19,7,23,9200,1600,1000,1314
157207,FALSE,NA,47,"S","F","H",4,"15",1875000,463000,7,21,14,1,6,2300,2300,2300,2300
157213,TRUE,2000,NA,"S","F","U",NA,"11",1909000,417000,0,16,18,2,9,2500,1500,1000,1250
157245,FALSE,NA,26,"S","M","U",NA,"14",5546000,794000,0,24,17,1,9,10000,10000,10000,10000
157251,FALSE,NA,52,"S","F","H",6,"11",5457000,1083000,1,26,16,2,10,4500,2500,2000,2250
157260,FALSE,NA,69,"S","F","H",7,"13",4773000,591000,42,23,16,4,14,5200,1500,1000,1300
157275,TRUE,1000,77,"S","F","N",1,"15",3454000,470000,0,15,12,16,23,21700,2000,500,1356
157279,FALSE,NA,NA,"S","U","U",5,"15",2954000,354000,0,21,14,5,18,5600,2000,300,1120
157284,TRUE,2000,82,"S","F","H",7,"11",5500000,480000,2,18,14,2,9,3000,2000,1000,1500
157295,TRUE,3500,82,"S","U","H",5,"15",5500000,365000,0,21,19,13,27,15000,3000,300,1154
157298,FALSE,NA,NA,"S","M","U",NA,"11",5e+06,467000,0,17,14,1,5,2000,2000,2000,2000
157300,FALSE,NA,79,"S","F","U",NA,"13",5767000,602000,0,17,20,6,15,7300,2000,500,1217
157307,TRUE,3000,37,"U","M","H",7,"3",3254000,481000,0,16,16,1,6,2500,2500,2500,2500
157310,TRUE,1000,53,"U","F","H",5,"1",2263000,462000,0,15,14,2,8,2000,1500,500,1000
157311,TRUE,2500,77,"U","M","H",7,"3",5344000,705000,14,16,20,2,11,3500,2500,1000,1750
157316,FALSE,NA,69,"U","F","H",6,"3",4713000,524000,0,15,16,3,11,3600,2000,500,1200
157318,FALSE,NA,77,"S","F","H",5,"13",5864000,922000,1,17,19,6,13,3200,700,300,533
157322,FALSE,NA,75,"S","F","H",6,"13",5864000,922000,3,16,19,5,17,6200,1600,500,1240
157374,FALSE,NA,NA,"S","F","H",5,"20",2058000,447000,15,16,34,4,12,2900,1000,400,725
157385,FALSE,NA,NA,"S","U","U",NA,"12",2210000,586000,0,16,21,12,13,6000,500,500,500
157398,FALSE,NA,65,"S","U","U",NA,"14",4771000,1016000,0,18,19,5,16,6200,2000,500,1240
157422,FALSE,NA,NA,"U","U","U",NA,"4",1788000,270000,0,19,16,3,11,3500,1500,1000,1167
157425,TRUE,2500,52,"?","U","U",NA,".",0,0,0,17,21,4,17,9000,2500,2000,2250
157427,TRUE,500,51,"U","F","U",NA,"4",1788000,270000,0,6,31,19,21,9700,700,300,511
157460,FALSE,NA,48,"S","M","U",NA,"14",4815000,1017000,0,16,20,10,26,10400,1700,500,1040
157467,FALSE,NA,NA,"S","F","U",NA,"13",2623000,596000,0,17,19,2,8,2000,1500,500,1000
157481,TRUE,1900,45,"S","U","U",NA,"11",2439000,521000,0,25,17,6,16,10200,2000,1500,1700
157486,FALSE,NA,48,"S","F","U",NA,"14",2992000,725000,0,17,19,5,18,8200,2000,1500,1640
157510,FALSE,NA,67,"S","M","U",NA,"12",2406000,575000,0,18,15,20,28,19100,1500,100,955
157518,FALSE,NA,71,"S","F","H",6,"13",3588000,660000,16,21,11,1,5,1500,1500,1500,1500
157520,FALSE,NA,50,"S","M","U",NA,"13",2460000,513000,0,19,14,1,6,2000,2000,2000,2000
157529,FALSE,NA,49,"S","M","U",1,"13",3465000,399000,0,26,15,3,12,4800,2000,1300,1600
157530,FALSE,NA,NA,"T","F","U",1,"39",1344000,257000,0,15,19,4,14,5400,2000,500,1350
157534,FALSE,NA,58,"S","U","U",NA,"13",721000,259000,0,19,18,14,20,7700,1000,200,550
157536,TRUE,1700,78,"C","F","N",3,"25",3009000,411000,13,15,13,2,10,2500,1500,1000,1250
157565,FALSE,NA,47,"S","M","H",6,"13",3873000,634000,1,23,14,1,6,2500,2500,2500,2500
157573,TRUE,4700,NA,"S","U","U",NA,"15",2438000,540000,0,7,22,8,27,32600,5000,2500,4075
157574,FALSE,NA,82,"C","F","H",6,"24",2773000,609000,17,24,18,21,34,23100,2500,500,1100
157615,FALSE,NA,53,"S","F","H",6,"14",3536000,720000,17,17,19,29,34,26201,1600,1,903
157655,FALSE,NA,42,"C","M","H",6,"24",4206000,789000,0,21,20,4,20,7900,3200,500,1975
157656,FALSE,NA,NA,"S","F","N",2,"11",3228000,575000,4,18,18,10,19,4000,500,200,400
157657,FALSE,NA,41,"C","U","H",5,"24",2790000,683000,0,17,19,8,19,8700,1500,300,1088
157660,TRUE,2000,65,"C","F","H",2,"24",5811000,1040000,4,25,17,4,17,6600,2000,1000,1650
157665,FALSE,NA,46,"C","M","U",NA,"24",4206000,789000,0,19,19,15,24,13600,1300,500,907
157672,TRUE,1000,66,"C","M","H",6,"24",4206000,789000,9,26,13,9,25,11400,1700,500,1267
157687,TRUE,1500,59,"T","F","H",6,"35",4954000,1106000,7,18,19,9,21,6700,1500,500,744
157693,FALSE,NA,NA,"S","F","U",NA,"11",2913000,721000,0,16,17,1,6,2000,2000,2000,2000
157698,FALSE,NA,NA,"S","F","U",NA,"11",2728000,660000,0,20,15,1,6,1500,1500,1500,1500
157707,FALSE,NA,52,"S","F","H",2,"13",2656000,629000,0,23,19,3,11,8000,3800,1300,2667
157708,FALSE,NA,NA,"?","F","U",2,".",2765000,686000,0,15,15,5,9,3600,1000,500,720
157709,FALSE,NA,NA,"S","M","U",NA,"21",2522000,502000,0,15,12,2,8,3000,2000,1000,1500
157715,FALSE,NA,NA,"U","M","U",NA,"9",2169000,330000,0,21,19,13,17,8900,1000,500,685
157728,TRUE,2000,NA,"S","M","U",3,"17",2102000,342000,0,18,19,5,20,7500,2000,1000,1500
157739,TRUE,1400,70,"S","M","U",2,"11",2278000,370000,0,20,18,16,23,15400,1500,500,963
157754,FALSE,NA,53,"S","M","U",4,"13",2866000,539000,0,18,12,48,30,12425,500,100,259
157769,FALSE,NA,NA,"S","F","U",NA,"19",1760000,293000,0,23,10,1,5,2000,2000,2000,2000
157775,FALSE,NA,73,"U","M","N",2,"5",1925000,445000,10,18,18,5,11,4100,1200,500,820
157792,FALSE,NA,65,"U","F","H",4,"6",1800000,382000,7,17,19,3,15,10000,5000,1000,3333
157793,TRUE,2000,58,"S","M","H",5,"18",2115000,501000,0,21,19,5,18,7000,2000,500,1400
157807,TRUE,1600,73,"S","M","H",6,"14",2559000,581000,13,17,19,8,20,8200,1500,500,1025
157817,TRUE,1100,56,"S","F","H",5,"13",2356000,520000,12,21,19,25,31,28200,2000,400,1128
157826,TRUE,1500,NA,"U","F","U",NA,"10",2387000,394000,0,17,29,22,33,17700,1200,300,805
157828,TRUE,1600,NA,"S","U","U",NA,"17",3025000,828000,0,19,19,3,10,3200,1200,1000,1067
157843,FALSE,NA,NA,"S","F","U",NA,"11",2383000,462000,0,18,21,7,16,8700,2500,500,1243
157860,TRUE,400,40,"S","M","U",NA,"14",3663000,749000,0,18,18,14,21,6000,500,300,429
157883,FALSE,NA,52,"S","M","U",NA,"14",3663000,749000,0,16,20,7,20,8150,2000,750,1164
157904,TRUE,600,53,"S","F","H",7,"14",2190000,611000,4,17,18,8,15,5200,900,300,650
157931,FALSE,NA,NA,"U","F","U",NA,"2",2566000,622000,0,25,15,3,12,4100,1600,1000,1367
157934,FALSE,NA,NA,"S","F","U",NA,"14",2508000,671000,0,23,19,3,12,4100,2500,500,1367
157947,TRUE,500,NA,"U","F","H",4,"3",2022000,441000,0,17,18,9,17,4300,700,300,478
157961,FALSE,NA,40,"U","M","H",5,"2",2531000,583000,0,17,19,18,29,27000,2100,500,1500
157967,FALSE,NA,48,"S","F","H",6,"14",3513000,845000,10,18,19,11,31,16400,2000,1000,1491
157973,TRUE,1200,77,"C","M","H",4,"23",1967000,371000,0,15,16,2,5,2100,1500,600,1050
157983,FALSE,NA,NA,"S","F","U",NA,"14",2531000,583000,0,22,18,3,11,5500,2000,1500,1833
157988,TRUE,1000,NA,"S","F","U",NA,"14",2294000,593000,0,17,20,9,13,6000,900,500,667
158022,TRUE,1500,79,"C","F","H",2,"23",2380000,420000,12,16,12,23,30,19500,1700,300,848
158025,FALSE,NA,79,"T","M","H",7,"35",0,0,0,18,18,3,12,5000,2500,1000,1667
158045,FALSE,NA,39,"U","F","H",5,"2",1954000,451000,1,15,19,7,10,6900,1500,500,986
158053,FALSE,NA,54,"U","F","H",4,"8",1426000,392000,8,16,15,7,13,4400,1000,500,629
158058,TRUE,500,54,"U","M","U",NA,"8",1685000,430000,0,18,12,18,28,13700,1000,500,761
158064,FALSE,NA,NA,"U","U","U",NA,"1",0,333000,0,21,14,1,6,2000,2000,2000,2000
158082,FALSE,NA,NA,"U","U","U",NA,"6",2333000,458000,0,18,19,11,23,18500,2600,500,1682
158095,FALSE,NA,NA,"U","U","U",1,"3",3166000,542000,0,18,19,6,20,11000,5000,1000,1833
158101,TRUE,1500,80,"S","M","H",5,"13",3668000,690000,1,17,14,1,5,1500,1500,1500,1500
158143,TRUE,1600,57,"S","M","U",NA,"14",620000,236000,0,21,19,14,29,17306,2100,6,1236
158153,TRUE,1500,81,"U","F","H",4,"2",2403000,461000,2,24,10,1,6,1500,1500,1500,1500
158169,FALSE,NA,NA,"U","U","U",NA,"6",1639000,420000,0,16,16,1,6,2000,2000,2000,2000
158198,FALSE,NA,NA,"U","M","U",NA,"1",2909000,341000,0,15,16,2,10,4000,2000,2000,2000
158205,FALSE,NA,51,"U","U","U",NA,"2",3195000,767000,0,15,17,6,14,5200,1500,500,867
158213,TRUE,500,NA,"U","M","U",NA,"2",1217000,620000,0,15,20,9,17,4100,600,200,456
158245,TRUE,500,NA,"S","M","U",NA,"21",1993000,442000,0,17,18,12,19,5400,600,300,450
158275,FALSE,NA,NA,"S","U","U",NA,"11",2339000,541000,0,18,19,4,15,5200,2000,1000,1300
158285,FALSE,NA,39,"S","M","U",NA,"17",0,314000,0,20,14,4,14,4700,1500,1000,1175
158286,FALSE,NA,55,"S","M","U",NA,"14",3753000,874000,0,24,18,7,23,15600,5000,500,2229
158287,FALSE,NA,59,"S","M","U",NA,"14",3134000,711000,0,19,17,8,21,7000,1500,500,875
158289,FALSE,NA,NA,"S","M","U",NA,"11",2277000,517000,0,21,18,4,21,5600,2500,500,1400
158294,FALSE,NA,65,"S","M","U",NA,"15",2356000,402000,0,19,17,23,36,49200,5000,500,2139
158307,FALSE,NA,NA,"S","F","U",NA,"13",4750000,388000,0,16,20,4,12,2500,1000,300,625
158313,FALSE,NA,NA,"S","M","U",NA,"13",4750000,388000,0,23,19,19,24,26100,2000,500,1374
158330,FALSE,NA,64,"C","M","U",NA,"29",1583000,328000,0,20,14,1,6,2000,2000,2000,2000
158331,FALSE,NA,80,"S","U","U",NA,"15",1602000,451000,0,18,19,2,8,2500,1500,1000,1250
158334,FALSE,NA,46,"S","F","U",NA,"14",3449000,791000,0,20,18,4,11,6500,2100,1000,1625
158352,FALSE,NA,NA,"U","F","U",1,"4",1990000,325000,0,17,14,1,5,1500,1500,1500,1500
158355,TRUE,1500,49,"U","M","H",5,"2",1857000,484000,16,15,15,1,6,2000,2000,2000,2000
158366,FALSE,NA,NA,"U","F","U",1,"3",2035000,413000,0,15,19,6,11,5500,1000,500,917
158368,FALSE,NA,61,"U","F","U",NA,"3",2035000,413000,0,26,13,2,12,3000,2000,1000,1500
158387,FALSE,NA,81,"U","F","N",1,"7",1846000,295000,0,18,20,10,23,9000,1500,500,900
158389,TRUE,1200,86,"S","M","H",4,"21",2971000,302000,0,18,19,14,28,9800,1400,300,700
158390,TRUE,1000,60,"U","F","U",4,"7",950000,365000,0,15,19,14,30,13300,1500,200,950
158396,FALSE,NA,NA,"U","U","U",NA,"3",2176000,315000,0,18,19,18,29,15100,1000,500,839
158414,FALSE,NA,78,"U","M","U",NA,"7",3738000,534000,0,18,21,7,22,7100,2000,300,1014
158425,FALSE,NA,NA,"U","M","U",NA,"7",1834000,457000,0,24,14,1,7,2500,2500,2500,2500
158436,FALSE,NA,71,"U","M","H",5,"2",2247000,433000,31,16,22,4,11,5700,1700,1000,1425
158454,TRUE,1200,31,"U","U","H",4,"4",2326000,506000,0,15,23,13,19,15800,1800,500,1215
158458,FALSE,NA,75,"U","M","H",5,"2",2247000,433000,0,22,14,9,21,12200,2000,500,1356
158460,TRUE,1500,68,"U","F","N",2,"8",1818000,258000,14,18,19,10,25,13700,2500,500,1370
158476,FALSE,NA,38,"U","M","U",NA,"2",1869000,358000,0,15,8,12,17,6600,1000,200,550
158494,FALSE,NA,69,"S","M","H",2,"19",1828000,355000,9,24,17,4,16,6000,2000,500,1500
158503,FALSE,NA,73,"S","M","H",4,"19",1935000,360000,0,18,18,9,18,5600,1000,300,622
158506,TRUE,1500,45,"U","F","H",5,"9",1654000,159000,0,25,13,4,15,4000,1500,500,1000
158517,TRUE,2100,63,"U","F","H",7,"5",2200000,330000,0,20,19,12,32,18200,2100,500,1517
158522,FALSE,NA,NA,"S","M","U",NA,"19",2964000,5e+05,0,15,21,4,8,3000,1000,500,750
158534,TRUE,2500,49,"S","F","H",6,"15",2541000,423000,4,16,20,7,24,17000,3000,2000,2429
158536,FALSE,NA,NA,"S","F","U",NA,"17",2314000,407000,0,15,17,6,17,5000,1500,300,833
158541,FALSE,NA,60,"C","M","U",NA,"23",2801000,376000,0,17,20,13,27,7500,800,300,577
158545,TRUE,10000,37,"S","F","U",7,"14",4601000,1060000,0,20,16,1,7,5000,5000,5000,5000
158563,FALSE,NA,44,"S","M","H",7,"14",4105000,871000,10,20,19,10,17,10200,1200,500,1020
158564,FALSE,NA,49,"S","M","H",4,"12",2135000,522000,0,18,15,11,15,4300,500,200,391
158567,TRUE,600,86,"S","U","U",NA,"13",1722000,324000,0,18,17,14,17,8500,1000,300,607
158573,FALSE,NA,52,"S","M","H",7,"14",3883000,824000,1,16,20,6,16,8700,2500,1000,1450
158609,FALSE,NA,42,"S","M","H",5,"11",3582000,490000,5,18,14,1,5,2000,2000,2000,2000
158615,TRUE,1500,71,"S","F","U",1,"11",2875000,290000,0,17,14,3,12,3000,1500,500,1000
158634,FALSE,NA,NA,"S","M","U",NA,"18",1920000,215000,0,20,16,4,8,2300,1000,300,575
158635,FALSE,NA,61,"S","M","H",4,"18",1920000,215000,0,18,18,5,18,5700,1600,500,1140
158647,FALSE,NA,47,"S","F","U",2,"17",1452000,340000,0,24,10,1,6,1500,1500,1500,1500
158678,TRUE,400,NA,"S","F","U",NA,"17",2149000,267000,0,15,16,11,19,4400,500,200,400
158679,TRUE,1600,NA,"S","M","H",6,"17",2211000,592000,0,18,20,11,22,13600,1700,1000,1236
158697,FALSE,NA,71,"S","F","H",4,"14",2832000,631000,0,22,19,4,13,4800,1600,1000,1200
158718,FALSE,NA,NA,"S","U","U",NA,"20",2064000,378000,0,19,16,4,14,3500,1500,500,875
158724,FALSE,NA,41,"C","F","N",3,"24",2466000,501000,0,24,10,1,6,1500,1500,1500,1500
158729,TRUE,700,39,"C","F","H",4,"24",1890000,397000,0,17,19,7,10,4700,1100,500,671
158737,FALSE,NA,70,"C","M","H",6,"24",3406000,620000,0,18,20,5,15,10500,2500,1000,2100
158740,FALSE,NA,38,"C","M","U",3,"26",2182000,301000,0,15,12,4,14,14500,4500,2500,3625
158743,FALSE,NA,77,"T","F","H",6,"35",4521000,538000,0,18,19,3,16,8500,5000,1000,2833
158753,FALSE,NA,53,"C","M","U",NA,"24",2188000,338000,0,18,16,5,17,6100,1500,1000,1220
158764,FALSE,NA,84,"C","F","H",6,"27",2142000,478000,6,19,19,9,20,8300,2000,500,922
158773,FALSE,NA,75,"C","U","H",5,"24",2575000,527000,0,19,19,9,26,10700,2500,500,1189
158788,FALSE,NA,33,"C","M","H",5,"23",2170000,397000,0,21,14,2,9,3000,2000,1000,1500
158802,FALSE,NA,43,"C","F","H",6,"24",5639000,891000,0,21,16,4,16,5000,1500,1000,1250
158808,TRUE,600,65,"C","M","H",6,"24",2842000,662000,0,19,14,7,15,4700,1000,500,671
158813,TRUE,1000,80,"C","M","H",6,"23",2279000,429000,15,15,20,26,30,24700,1200,500,950
158816,TRUE,1100,61,"C","F","N",1,"24",2322000,469000,0,16,20,16,29,12550,1200,250,784
158822,TRUE,1000,53,"C","F","U",5,"26",2306000,392000,1,22,15,2,9,3000,1500,1500,1500
158823,FALSE,NA,NA,"T","F","U",NA,"34",5594000,609000,0,17,16,2,11,4200,2200,2000,2100
158828,FALSE,NA,55,"T","M","H",4,"35",564000,194000,15,19,19,5,18,5800,2500,500,1160
158833,FALSE,NA,NA,"C","F","U",NA,"25",3013000,520000,0,15,18,46,26,19400,700,300,422
158841,FALSE,NA,44,"T","M","U",NA,"35",5551000,385000,0,21,18,15,26,19200,2000,500,1280
158843,TRUE,1000,55,"T","F","H",3,"40",1905000,371000,0,15,16,3,10,3200,1200,1000,1067
158847,FALSE,NA,NA,"T","F","U",NA,"40",1879000,466000,0,17,13,11,27,8900,1700,200,809
158849,FALSE,NA,71,"R","F","U",NA,"46",1927000,357000,0,17,19,4,12,3500,1500,500,875
158850,FALSE,NA,41,"T","M","H",6,"40",2269000,529000,0,20,11,1,5,1500,1500,1500,1500
158866,FALSE,NA,65,"R","M","H",7,"44",1941000,344000,0,23,13,5,20,7200,2000,1000,1440
158881,FALSE,NA,NA,"T","M","U",5,"34",3130000,481000,0,18,19,2,10,3500,2500,1000,1750
158896,FALSE,NA,79,"T","U","H",4,"35",2979000,531000,7,20,15,7,19,7500,1500,500,1071
158932,FALSE,NA,33,"S","F","H",5,"19",2082000,382000,1,18,19,10,25,20700,2700,500,2070
158935,TRUE,500,77,"C","F","N",3,"30",1781000,170000,0,18,22,13,24,9400,1200,500,723
158938,FALSE,NA,72,"S","F","H",4,"19",1971000,419000,18,24,14,8,20,13300,2100,1000,1663
158952,FALSE,NA,45,"U","M","H",4,"6",1860000,396000,1,17,14,1,5,1500,1500,1500,1500
158955,FALSE,NA,NA,"S","F","N",2,"21",1791000,286000,0,17,20,5,9,4100,1000,500,820
158958,FALSE,NA,75,"S","F","U",NA,"19",1876000,393000,0,15,16,2,7,2000,1500,500,1000
158960,FALSE,NA,69,"S","M","H",6,"19",2054000,458000,0,20,18,3,15,5500,2000,1500,1833
158970,FALSE,NA,60,"U","M","U",2,"6",1860000,396000,2,22,18,7,21,6700,1500,300,957
158977,TRUE,500,75,"S","M","H",5,"20",1951000,366000,0,17,17,21,29,9700,600,100,462
158978,TRUE,1500,47,"S","M","H",7,"19",1876000,393000,0,26,13,12,25,13000,1600,500,1083
158980,TRUE,2000,35,"S","M","H",4,"19",1862000,365000,13,18,19,7,29,12500,2500,1000,1786
158991,FALSE,NA,41,"U","M","H",4,"2",1966000,395000,0,16,17,1,6,2000,2000,2000,2000
158999,FALSE,NA,NA,"U","F","U",NA,"2",1795000,327000,0,19,20,8,16,8800,1700,500,1100
159003,FALSE,NA,58,"S","M","U",NA,"13",4233000,437000,0,18,20,3,16,12600,10000,1000,4200
159013,FALSE,NA,67,"S","F","U",NA,"13",5736000,645000,0,18,19,14,27,12200,1700,300,871
159014,FALSE,NA,33,"S","F","H",6,"11",4233000,437000,1,21,19,16,32,10100,1500,300,631
159034,TRUE,2100,81,"U","M","H",6,"6",1834000,442000,0,23,18,5,18,7400,1800,1000,1480
159039,TRUE,2500,77,"C","F","H",1,"26",1656000,298000,0,18,20,20,27,30700,2500,500,1535
159065,FALSE,NA,17,"T","M","H",5,"40",2303000,395000,20,16,19,9,20,7100,1000,500,789
159070,FALSE,NA,50,"T","F","U",NA,"40",1860000,328000,0,16,15,20,25,6600,800,200,330
159079,FALSE,NA,37,"S","F","H",6,"12",2046000,499000,0,16,17,1,6,2500,2500,2500,2500
159091,TRUE,800,81,"C","M","H",5,"24",2367000,632000,0,17,18,4,9,3400,1000,600,850
159104,FALSE,NA,52,"C","F","H",5,"24",3350000,655000,0,18,18,4,16,5700,2000,500,1425
159130,TRUE,600,69,"C","F","H",7,"24",2186000,574000,0,16,19,21,32,12500,1000,300,595
159133,FALSE,NA,54,"C","M","H",7,"24",2177000,560000,1,15,17,11,30,10300,1100,300,936
159140,FALSE,NA,NA,"C","F","H",5,"22",867000,399000,0,21,12,1,5,2000,2000,2000,2000
159143,FALSE,NA,43,"C","F","H",5,"24",2224000,541000,0,20,16,1,7,2500,2500,2500,2500
159156,FALSE,NA,43,"C","M","H",7,"24",2221000,540000,0,16,19,4,11,6900,2000,1300,1725
159162,FALSE,NA,48,"C","M","H",7,"27",1981000,548000,3,19,18,3,14,4500,2000,1000,1500
159171,TRUE,1500,64,"C","F","H",5,"27",1968000,416000,27,21,14,5,16,4700,1500,500,940
159174,TRUE,1000,82,"C","F","H",5,"25",1709000,368000,1,16,18,17,21,12200,1000,300,718
159178,TRUE,1000,NA,"C","M","H",6,"24",2765000,695000,0,19,19,12,25,10600,1500,500,883
159180,TRUE,1000,45,"C","M","H",5,"24",2221000,540000,2,19,19,7,21,6000,1500,500,857
159208,FALSE,NA,53,"T","F","H",6,"34",5e+06,424000,0,18,19,14,24,49400,5000,1500,3529
159209,FALSE,NA,80,"T","M","U",NA,"34",5e+06,424000,0,19,19,8,33,21000,5000,1500,2625
159242,FALSE,NA,NA,"S","U","H",7,"13",4638000,529000,1,21,18,5,11,4200,1000,300,840
159249,FALSE,NA,NA,"S","F","U",NA,"15",2806000,288000,0,18,19,12,20,7600,1000,300,633
159257,FALSE,NA,79,"S","F","H",6,"11",4430000,413000,0,18,13,20,22,18300,2500,300,915
159264,FALSE,NA,NA,"S","F","U",NA,"13",3122000,363000,0,18,19,3,13,4800,2000,1300,1600
159284,FALSE,NA,NA,"C","F","U",NA,"23",3404000,453000,0,17,20,13,23,12900,1400,500,992
159290,FALSE,NA,NA,"C","M","U",NA,"22",2945000,340000,0,15,19,24,28,9600,1200,150,400
159297,FALSE,NA,NA,"S","F","U",NA,"13",5776000,562000,0,17,19,2,8,4500,2500,2000,2250
159310,FALSE,NA,57,"T","F","H",7,"35",5878000,945000,2,17,19,5,19,8500,2500,500,1700
159316,FALSE,NA,NA,"S","M","U",2,"13",5776000,562000,5,15,17,6,20,7200,1700,300,1200
159319,TRUE,2000,52,"S","M","H",7,"13",5828000,856000,13,21,14,6,25,6400,1600,500,1067
159322,FALSE,NA,45,"U","M","H",6,"2",3364000,474000,1,16,17,1,6,2000,2000,2000,2000
159358,TRUE,1000,75,"S","M","H",4,"11",3950000,414000,13,16,20,23,29,18500,1100,300,804
159367,FALSE,NA,55,"S","M","H",5,"13",4322000,747000,0,20,14,1,6,1500,1500,1500,1500
159394,FALSE,NA,NA,"S","U","H",6,"13",3487000,586000,2,19,19,13,29,12100,1500,500,931
159414,FALSE,NA,57,"S","M","H",5,"14",2683000,552000,0,26,16,7,21,14000,2500,1000,2000
159417,TRUE,2500,38,"S","F","U",NA,"11",2574000,305000,0,21,19,7,27,9600,3000,300,1371
159424,TRUE,7500,73,"S","M","H",7,"13",3276000,358000,0,15,20,7,21,17500,5000,500,2500
159439,TRUE,500,NA,"R","M","U",NA,"52",439000,203000,0,16,16,11,15,6200,700,300,564
159450,FALSE,NA,65,"R","F","N",1,"46",821000,233000,0,15,17,4,9,2500,1000,500,625
159458,FALSE,NA,49,"T","F","H",5,"38",864000,326000,2,20,19,13,24,8500,1000,300,654
159472,TRUE,1500,82,"R","F","H",5,"52",621000,231000,12,18,18,6,15,7000,1500,500,1167
159482,FALSE,NA,51,"R","M","H",5,"49",795000,268000,0,15,17,7,20,13000,2500,1000,1857
159506,TRUE,1000,NA,"R","M","U",NA,"48",1029000,415000,0,17,19,15,26,7700,700,500,513
159507,TRUE,2000,74,"T","F","H",6,"40",928000,409000,21,16,17,1,6,2000,2000,2000,2000
159520,FALSE,NA,31,"T","F","H",6,"40",903000,476000,4,20,17,12,17,5300,700,200,442
159528,FALSE,NA,NA,"T","F","H",1,"36",372000,201000,1,26,14,8,25,8800,1800,500,1100
159533,FALSE,NA,48,"R","M","U",NA,"49",580000,202000,0,15,16,3,9,3500,2000,500,1167
159550,TRUE,1000,39,"R","M","H",2,"48",838000,174000,0,19,21,10,21,11200,1500,500,1120
159553,TRUE,700,61,"R","M","H",6,"48",1009000,557000,0,16,11,18,22,9600,700,300,533
159561,FALSE,NA,83,"R","F","H",2,"52",455000,177000,1,19,14,2,9,2500,1500,1000,1250
159562,TRUE,200,NA,"R","F","H",3,"52",546000,191000,7,16,20,5,17,7400,2000,1000,1480
159578,FALSE,NA,55,"R","F","H",1,"44",758000,307000,8,19,19,9,23,15800,2500,500,1756
159579,FALSE,NA,51,"T","M","H",6,"35",1075000,517000,1,18,19,5,22,6700,1900,500,1340
159588,FALSE,NA,79,"R","F","U",NA,"52",866000,161000,0,17,18,3,12,3700,1500,1000,1233
159591,FALSE,NA,67,"R","F","U",1,"52",495000,247000,2,23,18,15,29,14000,1500,300,933
159601,FALSE,NA,NA,"R","F","U",NA,"49",2243000,360000,0,20,21,10,18,9200,2000,200,920
159608,FALSE,NA,NA,"T","M","U",NA,"40",729000,368000,0,21,16,1,7,2500,2500,2500,2500
159610,FALSE,NA,83,"C","M","H",3,"27",677000,269000,0,23,14,1,7,2500,2500,2500,2500
159623,TRUE,2000,49,"C","F","U",2,"27",397000,217000,0,21,15,5,15,4900,1600,500,980
159636,FALSE,NA,65,"C","U","H",4,"28",806000,325000,0,26,14,23,31,20200,1500,500,878
159640,FALSE,NA,NA,"R","F","U",NA,"46",982000,475000,0,17,23,28,23,41200,1800,600,1471
159651,FALSE,NA,NA,"R","U","N",3,"52",611000,283000,4,18,19,8,28,12200,2500,500,1525
159659,FALSE,NA,17,"R","M","U",1,"46",988000,271000,5,19,19,16,22,10400,1100,500,650
159693,FALSE,NA,47,"R","M","U",NA,"42",354000,181000,0,23,18,11,30,14500,2000,500,1318
159694,FALSE,NA,NA,"R","U","U",NA,"52",1125000,189000,0,26,17,15,22,6500,1500,200,433
159696,TRUE,1500,43,"R","F","H",2,"49",1392000,343000,0,17,14,1,5,1500,1500,1500,1500
159701,FALSE,NA,46,"T","M","H",5,"41",648000,271000,1,15,16,3,11,5000,2000,1000,1667
159721,TRUE,3500,59,"T","F","H",3,"41",683000,194000,9,23,18,11,27,12500,2000,500,1136
159726,FALSE,NA,NA,"R","F","U",NA,"49",648000,271000,0,15,17,60,31,19200,1500,100,320
159750,TRUE,900,79,"C","M","H",6,"27",946000,382000,16,16,20,17,27,10200,1100,500,600
159754,FALSE,NA,67,"C","F","H",2,"27",925000,339000,9,16,19,9,24,15300,3500,500,1700
159777,FALSE,NA,63,"R","F","N",3,"52",852000,298000,0,21,19,2,11,4500,2500,2000,2250
159806,FALSE,NA,74,"C","F","H",3,"24",1131000,477000,9,20,16,1,7,2500,2500,2500,2500
159821,FALSE,NA,35,"C","M","H",2,"27",724000,311000,3,19,19,9,26,10700,2000,500,1189
159826,TRUE,500,73,"C","F","H",3,"27",1292000,266000,0,18,15,21,30,22600,2000,1000,1076
159851,FALSE,NA,58,"S","F","H",5,"18",816000,364000,1,15,20,6,11,5500,1100,500,917
159852,FALSE,NA,69,"C","F","H",1,"25",768000,197000,10,16,19,3,13,4500,2000,1000,1500
